exp_id,run_id,case_id,n_scores,scores,distinct_scores,all_equal,mean,sd_sample,min,max,n_score_ge_3,gate_flip,fleiss_kappa,krippendorff_alpha,note
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-017,4,4|4|5|5,2,0,4.500000,0.577350,4,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-018,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-019,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-020,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-021,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-022,4,5|4|5|5,2,0,4.750000,0.500000,4,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-023,4,3|3|3|4,2,0,3.250000,0.500000,3,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-024,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-025,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-026,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-027,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-028,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-029,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-030,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-031,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-032,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-033,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-034,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-035,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-036,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-037,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-038,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-039,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-040,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-041,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-042,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-043,4,3|3|2|3,2,0,2.750000,0.500000,2,3,3,1,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-044,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-045,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-046,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-047,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-048,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-049,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-050,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-051,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-052,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-053,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-054,4,5|4|5|5,2,0,4.750000,0.500000,4,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-055,4,4|3|4|3,2,0,3.500000,0.577350,3,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-056,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-057,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-058,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-059,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-060,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-061,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-062,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-063,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-064,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-065,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-066,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-067,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-068,4,4|4|4|4,1,1,4.000000,0.000000,4,4,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-069,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
e0_judge_iso,e0_judge_iso_20260914T120557Z,case-070,4,5|5|5|5,1,1,5.000000,0.000000,5,5,4,0,,,fleiss_kappa and krippendorff_alpha are not implemented; left empty rather than approximated (experiments/README.md)
